ticks,adult,child,cost-benefit,generations,gene,median-children,median-education
2122,0.05,0.1,0.5,155.73,9.333,1,11
2123,0.05,0.05,0.5,154.06,9.837,1,11
2123,0.05,0.2,0.5,154.17,9.927,1,11
2123,0.05,0.1,0.5,155.42,9.852,1,11
2123,0.05,0.15,0.5,156.11,9.254,1,11
2123,0.05,0.25,0.5,157.44,9.515,1,11
2125,0.05,0.35,0.5,160.08,9.262,1,11
2125,0.05,0.45,0.5,162.38,9.367,1,11
2126,0.05,0.05,0.5,152.17,9.253,1,11
2126,0.05,0.15,0.5,155.24,9.896,1,11
2128,0.05,0.3,0.5,158.19,9.474,1,11
2128,0.05,0.3,0.5,160.91,9.761,1,11
2128,0.05,0.5,0.5,164.03,9.387,1,11
2129,0.05,0.1,0.5,156.33,9.565,1,11
2130,0.05,0.2,0.5,157.21,9.528,1,11
2132,0.05,0.25,0.5,157.77,9.932,1,11
2133,0.05,0.15,0.5,156.2,9.24,1,11
2133,0.05,0.4,0.5,162.34,9.795,1,11
2134,0.05,0.4,0.5,162.98,9.293,1,11
2135,0.05,0.2,0.5,157.5,9.594,1,11
2138,0.05,0.05,0.5,154.87,9.423,1,11
2140,0.05,0.2,0.5,158.55,9.775,1,11
2141,0.05,0.3,0.5,158.05,9.912,1,11
2143,0.05,0.2,0.5,158.38,9.784,1,11
2144,0.05,0.05,0.5,154.57,9.643,1,11
2148,0.05,0.15,0.5,156.39,9.803,1,11
2149,0.05,0.05,0.5,155.38,9.185,1,11
2149,0.05,0.15,0.5,158.27,9.336,1,11
2149,0.05,0.4,0.5,162.26,9.858,1,11
2150,0.05,0.15,0.5,157.28,9.288,1,11
2150,0.05,0.4,0.5,161.26,9.639,1,11
2152,0.05,0.35,0.5,160.25,9.567,1,11
2154,0.05,0.25,0.5,160.3,9.576,1,11
2155,0.05,0.05,0.5,154.88,9.306,1,11
2160,0.05,0.2,0.5,156.84,9.11,1,11
2160,0.05,0.3,0.5,160.6,9.276,1,11
2162,0.05,0.2,0.5,157.72,9.47,1,11
2164,0.05,0.15,0.5,157.45,9.071,1,11
2164,0.05,0.25,0.5,160.15,9.766,1,11
2168,0.05,0.05,0.5,157.79,9.2,1,11
2168,0.05,0.2,0.5,159.18,9.935,1,11
2168,0.05,0.15,0.5,160.36,9.632,1,11
2169,0.05,0.05,0.5,157.05,9.007,1,11
2172,0.05,0.2,0.5,159.18,9.747,1,11
2172,0.05,0.4,0.5,163.03,9.453,1,11
2173,0.05,0.1,0.5,157.47,9.073,1,11
2173,0.05,0.1,0.5,158.42,9.017,1,11
2173,0.05,0.1,0.5,158.9,9.695,1,11
2173,0.05,0.35,0.5,162.61,9.054,1,11
2175,0.05,0.05,0.5,156.66,9.565,1,11
2175,0.05,0.35,0.5,163.64,9.514,1,11
2178,0.05,0.15,0.5,159.97,9.26,1,11
2178,0.05,0.35,0.5,164.08,9.104,1,11
2180,0.05,0.05,0.5,157.07,9.302,1,11
2182,0.05,0.15,0.5,159.15,9.453,1,11
2185,0.05,0.05,0.5,157.31,9.968,1,11
2185,0.05,0.15,0.5,160.74,9.533,1,11
2189,0.05,0.05,0.5,157.31,9.007,1,11
2190,0.05,0.2,0.5,160.27,9.947,1,11
2190,0.05,0.25,0.5,161.15,9.3,1,11
2190,0.05,0.4,0.5,166.45,9.449,1,11
2191,0.05,0.35,0.5,162.1,9.168,1,11
2193,0.05,0.2,0.5,160.17,9.712,1,11
2193,0.05,0.35,0.5,163.38,9.799,1,11
2195,0.05,0.4,0.5,167.09,9.618,1,11
2196,0.05,0.2,0.5,161.35,9.795,1,11
2198,0.05,0.05,0.5,159.4,9.206,1,11
2198,0.05,0.3,0.5,163.03,9.45,1,11
2199,0.05,0.1,0.5,160.47,9.313,1,11
2199,0.05,0.2,0.5,161,9.541,1,11
2200,0.05,0.1,0.5,160.39,9.377,1,11
2201,0.05,0.15,0.5,162.06,9.408,1,11
2202,0.05,0.05,0.5,159.2,9.54,1,11
2202,0.05,0.3,0.5,165.34,9.154,1,11
2208,0.05,0.1,0.5,160.1,9.195,1,11
2210,0.05,0.15,0.5,160.8,9.624,1,11
2211,0.05,0.2,0.5,162.42,9.275,1,11
2214,0.05,0.15,0.5,161.66,9.966,1,11
2215,0.05,0.15,0.5,162.13,9.727,1,11
2215,0.05,0.2,0.5,163.4,9.831,1,11
2217,0.05,0.25,0.5,162.34,9.902,1,11
2218,0.05,0.25,0.5,164.57,9.559,1,11
2218,0.05,0.35,0.5,168.81,9.849,1,11
2219,0.05,0.05,0.5,160.75,9.451,1,11
2220,0.05,0.1,0.5,160.76,9.626,1,11
2220,0.05,0.3,0.5,166.48,9.608,1,11
2221,0.05,0.1,0.5,159.92,9.87,1,11
2225,0.05,0.15,0.5,160.38,9.179,1,11
2225,0.05,0.15,0.5,162.19,9.968,1,11
2227,0.05,0.35,0.5,166.2,9.897,1,11
2227,0.05,0.3,0.5,166.58,9.582,1,11
2228,0.05,0.35,0.5,165.35,9.776,1,11
2228,0.05,0.3,0.5,165.97,9.789,1,11
2231,0.05,0.05,0.5,161.69,9.732,1,11
2231,0.05,0.15,0.5,162.1,9.051,1,11
2231,0.05,0.4,0.5,168.26,9.041,1,11
2235,0.05,0.1,0.5,163.43,9.496,1,11
2236,0.05,0.05,0.5,162.02,9.761,1,11
2236,0.05,0.15,0.5,164.39,9.133,1,11
2237,0.05,0.15,0.5,164.59,9.638,1,11
2238,0.05,0.25,0.5,165.01,9.454,1,11
2239,0.05,0.05,0.5,162.48,9.951,1,11
2239,0.05,0.05,0.5,162.9,9.44,1,11
2239,0.05,0.15,0.5,163.31,9.246,1,11
2241,0.05,0.05,0.5,163.71,9.488,1,11
2242,0.05,0.2,0.5,164.89,9.535,1,11
2243,0.05,0.05,0.5,162.52,9.05,1,11
2244,0.05,0.1,0.5,162.11,9.68,1,11
2244,0.05,0.1,0.5,165.88,9.993,1,11
2245,0.05,0.05,0.5,164.3,9.049,1,11
2245,0.05,0.3,0.5,170.77,9.58,1,11
2247,0.05,0.05,0.5,163.41,9.381,1,11
2248,0.05,0.2,0.5,165.94,9.057,1,11
2248,0.05,0.25,0.5,166.87,9.255,1,11
2249,0.05,0.1,0.5,161.98,9.883,1,11
2249,0.05,0.3,0.5,167.94,9.626,1,11
2250,0.05,0.25,0.5,164.05,9.611,1,11
2253,0.05,0.1,0.5,164.59,9.281,1,11
2257,0.05,0.35,0.5,168.31,9.989,1,11
2258,0.05,0.15,0.5,165.35,9.042,1,11
2259,0.05,0.05,0.5,164.82,9.608,1,11
2260,0.05,0.1,0.5,164.23,9.028,1,11
2261,0.05,0.15,0.5,164.99,9.987,1,11
2262,0.05,0.1,0.5,163.86,9.276,1,11
2262,0.05,0.25,0.5,169.3,9.683,1,11
2262,0.05,0.3,0.5,169.78,9.042,1,11
2264,0.05,0.15,0.5,144.54,9.065,1,11
2264,0.05,0.15,0.5,164.26,9.426,1,11
2267,0.05,0.3,0.5,169.51,9.616,1,11
2269,0.05,0.05,0.5,165.19,9.618,1,11
2269,0.05,0.25,0.5,166.32,9.388,1,11
2271,0.05,0.15,0.5,167.67,9.491,1,11
2271,0.05,0.3,0.5,168.11,9.992,1,11
2272,0.05,0.15,0.5,164.87,9.164,1,11
2273,0.05,0.2,0.5,165.55,9.1,1,11
2274,0.05,0.15,0.5,165.22,9.729,1,11
2274,0.05,0.2,0.5,166.76,9.705,1,11
2276,0.05,0.05,0.5,164.72,9.911,1,11
2276,0.05,0.2,0.5,167.89,9.772,1,11
2278,0.05,0.1,0.5,164.5,9.692,1,11
2278,0.05,0.05,0.5,166.54,9.717,1,11
2279,0.05,0.15,0.5,167.21,9.663,1,11
2281,0.05,0.05,0.5,163.92,9.126,1,11
2281,0.05,0.3,0.5,169.54,9.255,1,11
2284,0.05,0.05,0.5,164.39,9.863,1,11
2284,0.05,0.1,0.5,166.83,9.592,1,11
2289,0.05,0.25,0.5,168.23,9.301,1,11
2290,0.05,0.2,0.5,168.53,9.036,1,11
2291,0.05,0.05,0.5,164.45,9.878,1,11
2291,0.05,0.05,0.5,165.93,9.454,1,11
2291,0.05,0.1,0.5,168.36,9.792,1,11
2292,0.05,0.2,0.5,167.81,9.801,1,11
2293,0.05,0.3,0.5,170.28,9.263,1,11
2294,0.05,0.25,0.5,169.61,9.261,1,11
2295,0.05,0.1,0.5,165.63,9.777,1,11
2296,0.05,0.1,0.5,167.48,9.796,1,11
2301,0.05,0.15,0.5,169.43,9.494,1,11
2303,0.05,0.15,0.5,169.4,9.099,1,11
2304,0.05,0.05,0.5,166.9,9.435,1,11
2304,0.05,0.2,0.5,170.08,9.209,1,11
2308,0.05,0.15,0.5,168.43,9.753,1,11
2308,0.05,0.25,0.5,169.75,9.602,1,11
2309,0.05,0.1,0.5,167.6,9.744,1,11
2313,0.05,0.05,0.5,167.93,9.906,1,11
2315,0.05,0.25,0.5,169.92,9.996,1,11
2315,0.05,0.35,0.5,173.12,9.705,1,11
2319,0.05,0.15,0.5,169.5,9.092,1,11
2320,0.05,0.1,0.5,167.96,9.389,1,11
2320,0.05,0.2,0.5,169.46,9.42,1,11
2321,0.05,0.15,0.5,169.17,9.777,1,11
2322,0.05,0.05,0.5,167.93,9.73,1,11
2323,0.05,0.35,0.5,175.5,9.12,1,11
2323,0.05,0.4,0.5,177.27,9.813,1,11
2325,0.05,0.15,0.5,170.23,9.116,1,11
2329,0.05,0.1,0.5,169.22,9.599,1,11
2329,0.05,0.15,0.5,169.39,9.289,1,11
2329,0.05,0.3,0.5,173.25,9.399,1,11
2330,0.05,0.2,0.5,170.28,9.628,1,11
2330,0.05,0.3,0.5,173.46,9.367,1,11
2330,0.05,0.25,0.5,173.48,9.792,1,11
2331,0.05,0.35,0.5,175.6,9.479,1,11
2332,0.05,0.05,0.5,170.31,9.718,1,11
2332,0.05,0.15,0.5,171.81,9.19,1,11
2332,0.05,0.3,0.5,173.79,9.269,1,11
2333,0.05,0.2,0.5,171.87,9.739,1,11
2333,0.05,0.3,0.5,174.41,9.84,1,11
2334,0.05,0.05,0.5,169.04,9.784,1,11
2336,0.05,0.3,0.5,174.93,9.864,1,11
2337,0.05,0.1,0.5,168.82,9.265,1,11
2338,0.05,0.05,0.5,169.97,9.295,1,11
2339,0.05,0.2,0.5,172.32,9.557,1,11
2342,0.05,0.1,0.5,170.42,9.09,1,11
2345,0.05,0.3,0.5,173.58,9.213,1,11
2346,0.05,0.4,0.5,178.81,9.865,1,11
2347,0.05,0.35,0.5,176.62,10,1,11
2349,0.05,0.05,0.5,169.49,9.8,1,11
2349,0.05,0.1,0.5,171.17,9.708,1,11
2351,0.05,0.2,0.5,172.45,9.699,1,11
2351,0.05,0.2,0.5,172.56,9.644,1,11
2352,0.05,0.2,0.5,172.29,9.713,1,11
2352,0.05,0.4,0.5,179.22,9.447,1,11
2353,0.05,0.35,0.5,177.09,9.195,1,11
2354,0.05,0.15,0.5,171.42,9.38,1,11
2355,0.05,0.3,0.5,175.85,9.935,1,11
2356,0.05,0.05,0.5,171.44,9.745,1,11
2356,0.05,0.25,0.5,174.63,9.941,1,11
2358,0.05,0.25,0.5,173.83,9.892,1,11
2359,0.05,0.15,0.5,172.96,9.907,1,11
2360,0.05,0.25,0.5,174.51,9.357,1,11
2361,0.05,0.1,0.5,173.2,9.77,1,11
2362,0.05,0.05,0.5,172.83,9.973,1,11
2365,0.05,0.05,0.5,171.78,9.988,1,11
2367,0.05,0.15,0.5,173.3,9.372,1,11
2369,0.05,0.3,0.5,175.44,9.07,1,11
2370,0.05,0.05,0.5,170.83,9.4,1,11
2372,0.05,0.1,0.5,173.37,9.455,1,11
2372,0.05,0.15,0.5,174.48,9.348,1,11
2375,0.05,0.1,0.5,173.24,9.479,1,11
2378,0.05,0.05,0.5,173.32,9.37,1,11
2379,0.05,0.05,0.5,173.2,9.915,1,11
2381,0.05,0.45,0.5,182.56,9.416,1,11
2382,0.05,0.1,0.5,172.69,9.209,1,11
2382,0.05,0.1,0.5,174.34,9.669,1,11
2383,0.05,0.05,0.5,172.75,9.299,1,11
2384,0.05,0.1,0.5,174.35,9.334,1,11
2386,0.05,0.05,0.5,172.79,9.628,1,11
2386,0.05,0.15,0.5,173.64,9.742,1,11
2389,0.05,0.1,0.5,173.89,9.878,1,11
2389,0.05,0.2,0.5,176.05,9.749,1,11
2390,0.05,0.1,0.5,172.2,9.939,1,11
2390,0.05,0.1,0.5,172.81,9.57,1,11
2393,0.05,0.1,0.5,174.81,9.541,1,11
2394,0.05,0.1,0.5,174.21,9.766,1,11
2395,0.05,0.25,0.5,177.06,9.796,1,11
2396,0.05,0.05,0.5,173.31,9.336,1,11
2396,0.05,0.3,0.5,176.35,9.056,1,11
2397,0.05,0.05,0.5,173.6,9.01,1,11
2397,0.05,0.2,0.5,175.33,9.396,1,11
2399,0.05,0.15,0.5,174.63,9.746,1,11
2400,0.05,0.1,0.5,173.32,9.523,1,11
2400,0.05,0.3,0.5,178.27,9.795,1,11
2402,0.05,0.15,0.5,175.54,9.783,1,11
2402,0.05,0.15,0.5,177.47,9.858,1,11
2405,0.05,0.3,0.5,179.37,9.364,1,11
2406,0.05,0.1,0.5,175.01,9.644,1,11
2407,0.05,0.05,0.5,174.02,9.551,1,11
2408,0.05,0.15,0.5,176.13,9.317,1,11
2408,0.05,0.2,0.5,177.1,9.904,1,11
2409,0.05,0.35,0.5,179.04,9.732,1,11
2410,0.05,0.1,0.5,173.79,9.187,1,11
2410,0.05,0.1,0.5,173.82,9.856,1,11
2410,0.05,0.35,0.5,180.63,9.25,1,11
2413,0.05,0.05,0.5,173.91,9.422,1,11
2413,0.05,0.1,0.5,175.66,9.23,1,11
2413,0.05,0.25,0.5,178.07,9.066,1,11
2414,0.05,0.15,0.5,178.29,9.691,1,11
2417,0.05,0.25,0.5,179.36,9.381,1,11
2420,0.05,0.05,0.5,175.07,9.565,1,11
2421,0.05,0.05,0.5,174.49,9.656,1,11
2421,0.05,0.2,0.5,178.41,9.733,1,11
2421,0.05,0.25,0.5,180.22,9.133,1,11
2422,0.05,0.05,0.5,175.94,9.932,1,11
2425,0.05,0.1,0.5,175.48,9.037,1,11
2426,0.05,0.1,0.5,178.31,9.874,1,11
2426,0.05,0.35,0.5,183.43,9.353,1,11
2430,0.05,0.15,0.5,176.49,9.021,1,11
2430,0.05,0.2,0.5,179.02,9.413,1,11
2431,0.05,0.25,0.5,178.71,9.509,1,11
2433,0.05,0.05,0.5,175.19,9.291,1,11
2433,0.05,0.05,0.5,176.11,9.352,1,11
2433,0.05,0.3,0.5,181.57,9.934,1,11
2434,0.05,0.3,0.5,181.76,9.748,1,11
2437,0.05,0.05,0.5,176.7,9.846,1,11
2437,0.05,0.3,0.5,180.79,9.157,1,11
2438,0.05,0.15,0.5,178.8,9.173,1,11
2440,0.05,0.35,0.5,183.04,9.123,1,11
2442,0.05,0.1,0.5,178.89,9.597,1,11
2444,0.05,0.2,0.5,179.03,9.656,1,11
2445,0.05,0.2,0.5,178.45,9.774,1,11
2445,0.05,0.35,0.5,184.03,9.513,1,11
2446,0.05,0.25,0.5,182.38,9.829,1,11
2448,0.05,0.15,0.5,176.75,9.721,1,11
2451,0.05,0.2,0.5,180.69,9.531,1,11
2451,0.05,0.2,0.5,181.77,9.736,1,11
2453,0.05,0.1,0.5,179.13,9.672,1,11
2453,0.05,0.2,0.5,181.07,9.296,1,11
2455,0.05,0.25,0.5,181.94,9.483,1,11
2457,0.05,0.15,0.5,180.07,9.291,1,11
2459,0.05,0.15,0.5,181.18,9.052,1,11
2459,0.05,0.35,0.5,184.44,9.879,1,11
2462,0.05,0.15,0.5,180.13,9.514,1,11
2465,0.05,0.2,0.5,182.02,9.109,1,11
2466,0.05,0.1,0.5,178.84,9.485,1,11
2466,0.05,0.1,0.5,179.75,9.423,1,11
2466,0.05,0.05,0.5,179.87,9.44,1,11
2466,0.05,0.2,0.5,182.26,9.305,1,11
2467,0.05,0.1,0.5,179.1,9.034,1,11
2467,0.05,0.1,0.5,179.71,9.857,1,11
2468,0.05,0.05,0.5,179.18,9.788,1,11
2470,0.05,0.05,0.5,180.19,9.094,1,11
2470,0.05,0.2,0.5,181.04,9.274,1,11
2470,0.05,0.35,0.5,185.4,9.784,1,11
2471,0.05,0.2,0.5,182.33,9.469,1,11
2474,0.05,0.2,0.5,181.73,9.009,1,11
2475,0.05,0.15,0.5,181.47,9.631,1,11
2479,0.05,0.35,0.5,186.43,9.683,1,11
2482,0.05,0.15,0.5,182.24,9.969,1,11
2482,0.05,0.35,0.5,188.54,9.284,1,11
2485,0.05,0.05,0.5,179.65,9.341,1,11
2487,0.05,0.2,0.5,182.97,9.584,1,11
2488,0.05,0.1,0.5,180.09,9.019,1,11
2489,0.05,0.15,0.5,183,9.783,1,11
2490,0.05,0.25,0.5,186.38,9.994,1,11
2490,0.05,0.35,0.5,188.56,9.282,1,11
2491,0.05,0.1,0.5,180.16,9.336,1,11
2491,0.05,0.05,0.5,180.81,9.408,1,11
2491,0.05,0.25,0.5,184.67,9.317,1,11
2491,0.05,0.35,0.5,186.73,9.424,1,11
2494,0.05,0.05,0.5,180.59,9.348,1,11
2494,0.05,0.05,0.5,182.26,9.409,1,11
2494,0.05,0.3,0.5,184.07,9.136,1,11
2495,0.05,0.1,0.5,180.87,9.512,1,11
2495,0.05,0.2,0.5,183.88,9.479,1,11
2495,0.05,0.4,0.5,189.36,9.485,1,11
2497,0.05,0.05,0.5,180.83,9.013,1,11
2499,0.05,0.15,0.5,183.34,9.955,1,11
2499,0.05,0.15,0.5,183.63,9.754,1,11
2501,0.05,0.35,0.5,188.66,9.983,1,11
2503,0.05,0.25,0.5,183.61,9.364,1,11
2504,0.05,0.25,0.5,183.99,9.326,1,11
2507,0.05,0.35,0.5,187.75,9.168,1,11
2508,0.05,0.2,0.5,183.99,9.108,1,11
2511,0.05,0.2,0.5,186.62,9.593,1,11
2511,0.05,0.35,0.5,188.48,9.305,1,11
2517,0.05,0.05,0.5,181.88,9.935,1,11
2517,0.05,0.25,0.5,186.28,9.621,1,11
2519,0.05,0.3,0.5,186.95,9.825,1,11
2521,0.05,0.15,0.5,183.41,9.444,1,11
2523,0.05,0.2,0.5,186.28,9.652,1,11
2525,0.05,0.05,0.5,182.72,9.263,1,11
2525,0.05,0.1,0.5,185.5,9.34,1,11
2526,0.05,0.2,0.5,184.82,9.779,1,11
2527,0.05,0.1,0.5,183.76,9.931,1,11
2531,0.05,0.05,0.5,184.61,9.605,1,11
2534,0.05,0.05,0.5,184.92,9.208,1,11
2537,0.05,0.1,0.5,185.17,9.692,1,11
2540,0.05,0.35,0.5,192.47,9.88,1,11
2542,0.05,0.1,0.5,184.74,9.758,1,11
2542,0.05,0.4,0.5,189.44,9.082,1,11
2544,0.05,0.15,0.5,184.83,9.799,1,11
2544,0.05,0.25,0.5,187.25,9.713,1,11
2544,0.05,0.3,0.5,188.15,9.033,1,11
2545,0.05,0.25,0.5,188.04,9.426,1,11
2546,0.05,0.1,0.5,185.36,9.25,1,11
2549,0.05,0.15,0.5,185.97,9.12,1,11
2550,0.05,0.2,0.5,188.57,9.579,1,11
2550,0.05,0.3,0.5,188.92,9.816,1,11
2551,0.05,0.2,0.5,187.37,9.212,1,11
2552,0.05,0.05,0.5,184.13,9.884,1,11
2553,0.05,0.45,0.5,195.99,9.211,1,11
2554,0.05,0.1,0.5,186.29,9.525,1,11
2555,0.05,0.25,0.5,189.75,9.325,1,11
2557,0.05,0.2,0.5,188.66,9.932,1,11
2559,0.05,0.05,0.5,186.31,9.708,1,11
2561,0.05,0.3,0.5,190.65,9.849,1,11
2562,0.05,0.2,0.5,189.22,9.717,1,11
2564,0.05,0.5,0.5,197.1,9.176,1,11
2567,0.05,0.2,0.5,187.65,9.908,1,11
2568,0.05,0.1,0.5,186.56,9.879,1,11
2568,0.05,0.25,0.5,188.65,9.44,1,11
2569,0.05,0.05,0.5,185.89,9.665,1,11
2574,0.05,0.35,0.5,193.66,9.499,1,11
2575,0.05,0.25,0.5,189.47,9.796,1,11
2577,0.05,0.05,0.5,184.57,9.943,1,11
2577,0.05,0.15,0.5,189.99,9.896,1,11
2579,0.05,0.35,0.5,194.5,9.937,1,11
2580,0.05,0.3,0.5,190.69,9.297,1,11
2581,0.05,0.25,0.5,190.34,9.578,1,11
2582,0.05,0.1,0.5,187.13,9.339,1,11
2582,0.05,0.05,0.5,187.62,9.892,1,11
2583,0.05,0.2,0.5,189.02,9.568,1,11
2583,0.05,0.35,0.5,195.09,9.155,1,11
2589,0.05,0.1,0.5,188.11,9.706,1,11
2591,0.05,0.25,0.5,191.35,9.99,1,11
2592,0.05,0.1,0.5,187.46,9.17,1,11
2596,0.05,0.25,0.5,192.72,9.724,1,11
2598,0.05,0.1,0.5,189.18,9.236,1,11
2601,0.05,0.05,0.5,187.55,9.681,1,11
2601,0.05,0.05,0.5,190.49,9.265,1,11
2602,0.05,0.25,0.5,191.33,9.656,1,11
2603,0.05,0.3,0.5,192.68,9.567,1,11
2605,0.05,0.25,0.5,192.34,9.062,1,11
2605,0.05,0.35,0.5,195.52,9.63,1,11
2608,0.05,0.05,0.5,189.91,9.948,1,11
2608,0.05,0.2,0.5,190.69,9.098,1,11
2612,0.05,0.05,0.5,188.47,9.815,1,11
2615,0.05,0.2,0.5,193.35,9.414,1,11
2615,0.05,0.3,0.5,195.83,9.461,1,11
2618,0.05,0.1,0.5,190.07,9.664,1,11
2619,0.05,0.05,0.5,190.61,9.401,1,11
2620,0.05,0.1,0.5,192.19,9.5,1,11
2621,0.05,0.1,0.5,189.92,9.13,1,11
2622,0.05,0.05,0.5,189.72,9.408,1,11
2622,0.05,0.3,0.5,194.37,9.688,1,11
2622,0.05,0.3,0.5,196.72,9.222,1,11
2625,0.05,0.05,0.5,190.99,9.249,1,11
2625,0.05,0.25,0.5,194.48,9.847,1,11
2626,0.05,0.1,0.5,191.44,9.691,1,11
2626,0.05,0.15,0.5,192.03,9.123,1,11
2627,0.05,0.2,0.5,191.99,9.563,1,11
2631,0.05,0.2,0.5,193.65,9.157,1,11
2631,0.05,0.3,0.5,196.66,9.151,1,11
2635,0.05,0.3,0.5,196.3,9.665,1,11
2636,0.05,0.25,0.5,193.95,9.056,1,11
2636,0.05,0.35,0.5,197.61,9.998,1,11
2638,0.05,0.3,0.5,198.65,9.634,1,11
2640,0.05,0.05,0.5,190.44,9.902,1,11
2640,0.05,0.4,0.5,199.81,9.984,1,11
2643,0.05,0.05,0.5,190.92,9.579,1,11
2652,0.05,0.05,0.5,192.76,9.747,1,11
2654,0.05,0.05,0.5,191.77,9.219,1,11
2655,0.05,0.05,0.5,192.58,9.832,1,11
2659,0.05,0.1,0.5,195.28,9.651,1,11
2663,0.05,0.4,0.5,203.09,9.5,1,11
2664,0.05,0.1,0.5,195.73,9.457,1,11
2664,0.05,0.2,0.5,195.77,9.146,1,11
2666,0.05,0.2,0.5,195.92,9.285,1,11
2669,0.05,0.05,0.5,193.86,9.332,1,11
2672,0.05,0.25,0.5,198.3,9.51,1,11
2673,0.05,0.2,0.5,195.58,9.857,1,11
2673,0.05,0.15,0.5,197.97,9.672,1,11
2675,0.05,0.25,0.5,194.87,9.201,1,11
2676,0.05,0.15,0.5,195.18,9.637,1,11
2680,0.05,0.15,0.5,194.82,9.781,1,11
2684,0.05,0.1,0.5,194.04,9.889,1,11
2684,0.05,0.15,0.5,197.36,9.44,1,11
2685,0.05,0.1,0.5,195.66,9.997,1,11
2685,0.05,0.15,0.5,198.71,9.648,1,11
2688,0.05,0.1,0.5,196.4,9.368,1,11
2692,0.05,0.5,0.5,206.12,9.443,1,11
2693,0.05,0.15,0.5,195.29,9.779,1,11
2694,0.05,0.1,0.5,195.52,9.234,1,11
2697,0.05,0.2,0.5,197.9,9.666,1,11
2697,0.05,0.35,0.5,201.14,9.862,1,11
2701,0.05,0.05,0.5,195.22,9.123,1,11
2706,0.05,0.2,0.5,198.19,9.112,1,11
2708,0.05,0.25,0.5,199.25,9.124,1,11
2710,0.05,0.05,0.5,195.65,9.178,1,11
2710,0.05,0.3,0.5,200.56,9.891,1,11
2711,0.05,0.05,0.5,195.04,9.535,1,11
2715,0.05,0.05,0.5,196.61,9.567,1,11
2717,0.05,0.2,0.5,200.15,9.512,1,11
2719,0.05,0.3,0.5,203.47,9.84,1,11
2721,0.05,0.2,0.5,198.96,9.204,1,11
2721,0.05,0.2,0.5,199.98,9.415,1,11
2721,0.05,0.25,0.5,202.58,9.962,1,11
2722,0.05,0.25,0.5,202.79,9.409,1,11
2725,0.05,0.3,0.5,205.51,9.216,1,11
2726,0.05,0.05,0.5,196.52,9.907,1,11
2726,0.05,0.35,0.5,204.5,9.904,1,11
2730,0.05,0.05,0.5,200.16,9.66,1,11
2736,0.05,0.15,0.5,201.77,9.201,1,11
2736,0.05,0.3,0.5,203.87,9.508,1,11
2739,0.05,0.1,0.5,197.2,9.161,1,11
2739,0.05,0.1,0.5,198.38,9.429,1,11
2739,0.05,0.05,0.5,198.4,9.464,1,11
2740,0.05,0.05,0.5,198.62,9.107,1,11
2741,0.05,0.25,0.5,203.03,9.658,1,11
2744,0.05,0.15,0.5,201.25,9.904,1,11
2744,0.05,0.2,0.5,202.21,9.864,1,11
2745,0.05,0.1,0.5,199.99,9.775,1,11
2748,0.05,0.3,0.5,202.76,9.039,1,11
2749,0.05,0.35,0.5,208.58,9.883,1,11
2751,0.05,0.15,0.5,201.15,9.047,1,11
2751,0.05,0.15,0.5,201.65,9.01,1,11
2757,0.05,0.15,0.5,201.41,9.269,1,11
2757,0.05,0.2,0.5,202.62,9.863,1,11
2757,0.05,0.2,0.5,203.43,9.342,1,11
2757,0.05,0.25,0.5,204.28,9.14,1,11
2761,0.05,0.05,0.5,199.58,9.745,1,11
2761,0.05,0.15,0.5,201.8,9.381,1,11
2762,0.05,0.1,0.5,200.45,9.266,1,11
2762,0.05,0.2,0.5,201.43,9.177,1,11
2767,0.05,0.2,0.5,201.53,9.286,1,11
2767,0.05,0.4,0.5,210.04,9.954,1,11
2769,0.05,0.2,0.5,204.59,9.095,1,11
2772,0.05,0.1,0.5,200.89,9.836,1,11
2772,0.05,0.1,0.5,201.2,9.076,1,11
2774,0.05,0.3,0.5,208.32,9.983,1,11
2777,0.05,0.4,0.5,212.19,9.906,1,11
2778,0.05,0.1,0.5,202.51,9.011,1,11
2779,0.05,0.1,0.5,202.77,9.885,1,11
2782,0.05,0.05,0.5,199.82,9.511,1,11
2783,0.05,0.1,0.5,202.89,9.413,1,11
2784,0.05,0.1,0.5,203.66,9.443,1,11
2785,0.05,0.3,0.5,206.35,9.879,1,11
2786,0.05,0.1,0.5,202.25,9.564,1,11
2786,0.05,0.35,0.5,207.56,9.417,1,11
2786,0.05,0.4,0.5,211.73,9.984,1,11
2789,0.05,0.1,0.5,202.65,9.796,1,11
2791,0.05,0.3,0.5,208.33,9.053,1,11
2791,0.05,0.3,0.5,210.66,9.4,1,11
2794,0.05,0.05,0.5,202.46,9.88,1,11
2795,0.05,0.05,0.5,203.92,9.509,1,11
2796,0.05,0.1,0.5,202.29,9.615,1,11
2796,0.05,0.15,0.5,205.62,9.743,1,11
2799,0.05,0.2,0.5,206.07,9.229,1,11
2800,0.05,0.25,0.5,207.89,9.85,1,11
2804,0.05,0.15,0.5,204.41,9.656,1,11
2804,0.05,0.3,0.5,206.9,9.117,1,11
2805,0.05,0.2,0.5,206.3,9.268,1,11
2808,0.05,0.1,0.5,204.48,9.694,1,11
2811,0.05,0.1,0.5,205.32,9.818,1,11
2813,0.05,0.15,0.5,206.13,9.233,1,11
2815,0.05,0.15,0.5,203.21,9.417,1,11
2816,0.05,0.4,0.5,217.03,9.878,1,11
2817,0.05,0.1,0.5,205.86,9.231,1,11
